timestamp,latency,status_code,cluster,version,error
2026-03-25T05:31:34.827802,418.37167739868164,200,cluster-old,v1.0.0,
2026-03-25T05:31:35.446449,416.3696765899658,200,cluster-old,v1.0.0,
2026-03-25T05:31:36.063096,418.6861515045166,200,cluster-old,v1.0.0,
2026-03-25T05:31:36.682051,418.4539318084717,200,cluster-old,v1.0.0,
2026-03-25T05:31:37.300785,420.23754119873047,200,cluster-old,v1.0.0,
2026-03-25T05:31:37.921291,418.98417472839355,200,cluster-old,v1.0.0,
2026-03-25T05:31:38.540546,414.2310619354248,200,cluster-old,v1.0.0,
2026-03-25T05:31:39.155069,415.1430130004883,200,cluster-old,v1.0.0,
2026-03-25T05:31:39.770481,419.33465003967285,200,cluster-old,v1.0.0,
2026-03-25T05:31:40.390085,418.3812141418457,200,cluster-old,v1.0.0,
2026-03-25T05:31:41.008736,418.7459945678711,200,cluster-old,v1.0.0,
2026-03-25T05:31:41.627750,417.4516201019287,200,cluster-old,v1.0.0,
2026-03-25T05:31:42.245472,416.81957244873047,200,cluster-old,v1.0.0,
2026-03-25T05:31:42.862557,418.7958240509033,200,cluster-old,v1.0.0,
2026-03-25T05:31:43.481631,420.9620952606201,200,cluster-old,v1.0.0,
2026-03-25T05:31:44.102867,416.8078899383545,200,cluster-old,v1.0.0,
2026-03-25T05:31:44.719946,421.3886260986328,200,cluster-old,v1.0.0,
2026-03-25T05:31:45.341603,420.31240463256836,200,cluster-old,v1.0.0,
2026-03-25T05:31:45.962194,420.9766387939453,200,cluster-old,v1.0.0,
2026-03-25T05:31:46.583442,422.7914810180664,200,cluster-old,v1.0.0,
2026-03-25T05:31:47.206500,425.9216785430908,200,cluster-old,v1.0.0,
2026-03-25T05:31:47.832690,418.6580181121826,200,cluster-old,v1.0.0,
2026-03-25T05:31:48.451634,415.4813289642334,200,cluster-old,v1.0.0,
2026-03-25T05:31:49.067391,419.07453536987305,200,cluster-old,v1.0.0,
2026-03-25T05:31:49.686734,419.09146308898926,200,cluster-old,v1.0.0,
2026-03-25T05:31:50.306090,417.5763130187988,200,cluster-old,v1.0.0,
2026-03-25T05:31:50.923967,420.1512336730957,200,cluster-old,v1.0.0,
2026-03-25T05:31:51.544399,421.0619926452637,200,cluster-old,v1.0.0,
2026-03-25T05:31:52.165747,418.41626167297363,200,cluster-old,v1.0.0,
2026-03-25T05:31:52.784438,420.8664894104004,200,cluster-old,v1.0.0,
2026-03-25T05:31:53.405578,418.1323051452637,200,cluster-old,v1.0.0,
2026-03-25T05:31:54.023975,428.25865745544434,200,cluster-old,v1.0.0,
2026-03-25T05:31:54.652504,423.82287979125977,200,cluster-old,v1.0.0,
2026-03-25T05:31:55.276600,414.5998954772949,200,cluster-old,v1.0.0,
2026-03-25T05:31:55.891468,417.73295402526855,200,cluster-old,v1.0.0,
2026-03-25T05:31:56.509470,419.13485527038574,200,cluster-old,v1.0.0,
2026-03-25T05:31:57.128903,417.80567169189453,200,cluster-old,v1.0.0,
2026-03-25T05:31:57.746980,415.6534671783447,200,cluster-old,v1.0.0,
2026-03-25T05:31:58.362900,410.39371490478516,200,cluster-old,v1.0.0,
2026-03-25T05:31:58.973561,418.9431667327881,200,cluster-old,v1.0.0,
2026-03-25T05:31:59.592772,414.58916664123535,200,cluster-old,v1.0.0,
2026-03-25T05:32:00.207655,417.4540042877197,200,cluster-old,v1.0.0,
2026-03-25T05:32:00.825382,420.7019805908203,200,cluster-old,v1.0.0,
2026-03-25T05:32:01.446335,420.6070899963379,200,cluster-old,v1.0.0,
2026-03-25T05:32:02.067211,422.1224784851074,200,cluster-old,v1.0.0,
2026-03-25T05:32:02.689598,416.71156883239746,200,cluster-old,v1.0.0,
2026-03-25T05:32:03.306581,418.89023780822754,200,cluster-old,v1.0.0,
2026-03-25T05:32:03.925737,426.3441562652588,200,cluster-old,v1.0.0,
2026-03-25T05:32:04.552350,420.7625389099121,200,cluster-old,v1.0.0,
